,watch-title,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0
118,LIVE KAGGLE COMPETITION 1 Preprocessing (18 Days Remaining),242 visualizações,Publicado em 27 de fev. de 2020,Educação,LIVE KAGGLE COMPETITION 1 Preprocessing (18 Days Remaining),"Salman Ahmed













Carregando...
    







        Cancelar inscrição de Salman Ahmed?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição66 











Carregando...
    









Carregando...
    













        Processando...","242 visualizações







16

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



17


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/TaGi2410AFE/maxresdefault.jpg,1280.0,720.0,"In this video, we will try to prepare data for training to compete in Live Kaggle Competition about Bengali Image Classification. Competition Link : https://...",1280.0,720.0,,/channel/UCsmbZXapyT74DnBZ0OEOFOg
119,,,,,,,,https://i.ytimg.com/vi/ThSiU8BaGpg/maxresdefault.jpg,1280.0,720.0,What does it mean by scikit-learn ? Why do we need to know about scikit-learn ? What do you understand by classification and regression and how can we implem...,1280.0,720.0,Creativity,
120,Linear Regression | Machine Learning | Intellify,9 visualizações,Publicado em 25 de mai. de 2020,Educação,"#intellify #cbse #ncertsolutions



    Linear Regression | Machine Learning | Intellify","Learn with Intellify













Carregando...
    







        Cancelar inscrição de Learn with Intellify?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,3 mil 











Carregando...
    









Carregando...
    













        Processando...","9 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/UBR4nhr2rzo/hqdefault.jpg,480.0,360.0,"Learn a lot of things about Linear regression in this video along with useful examples. Get answers to what is regression, what are its uses, what are its ty...",1280.0,720.0,Creativity,/channel/UCe-v9_zFdD_kNASv7r5yrEQ
121,Lets Implement LSTM RNN Models For Univariate Time Series Forecasting- Deep Learning,5.892 visualizações,Publicado em 23 de mai. de 2020,Educação,"#TIMESERIESFORECASTING



    Lets Implement LSTM RNN Models For Univariate Time Series Forecasting- Deep Learning","Krish Naik













Carregando...
    







        Cancelar inscrição de Krish Naik?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição169 mil 











Carregando...
    









Carregando...
    













        Processando...","5.892 visualizações







119

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



120


4

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5",https://i.ytimg.com/vi/UbvkhuqVqUI/maxresdefault.jpg,1280.0,720.0,"In this tutorial, we will explore how to develop a suite of different types of LSTM models for time series forecasting. The models are demonstrated on small ...",1280.0,720.0,timeseries forecasting,/channel/UCNU_lfiiWBdtULKOw6X0Dig
122,Algorithms used in Machine Learning (Support Vector Machine),1 visualização,Publicado em 26 de mai. de 2020,Educação,Algorithms used in Machine Learning (Support Vector Machine),"Dr. Amit Gangwal













Carregando...
    







        Cancelar inscrição de Dr. Amit Gangwal?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição967 











Carregando...
    









Carregando...
    













        Processando...","1 visualização







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/UjM3GQwDoFs/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,screen recorder,/channel/UCHCECSUaytMcVT67zQ_MKZQ
123,Kaggle Data Science L1: Cómo participar en retos,526 visualizações,Transmitido ao vivo em 16 de abr. de 2020,Ciência e tecnologia,Kaggle Data Science L1: Cómo participar en retos,"Paradigma Digital













Carregando...
    







        Cancelar inscrição de Paradigma Digital?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição12,2 mil 











Carregando...
    









Carregando...
    













        Processando...","526 visualizações







39

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



40


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/UzwRO4hj8c8/maxresdefault.jpg,1280.0,720.0,"Tanto si ya tienes algo de experiencia en Data Analytics como si no, no puedes perderte este evento de Data Science en el que trabajaremos directamente en la...",1280.0,720.0,webinar kaggle,/channel/UCi_e1gB9PYjr1OTY_W0hY3g
124,Predykcja smogu - wyniki konkursu na Kaggle | DW Community,46 visualizações,Publicado em 23 de mai. de 2020,Pessoas e blogs,"#warszawa



    Predykcja smogu - wyniki konkursu na Kaggle | DW Community","DataWorkshop Foundation













Carregando...
    







        Cancelar inscrição de DataWorkshop Foundation?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição46 











Carregando...
    









Carregando...
    













        Processando...","46 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/V1Af5K34BsE/maxresdefault.jpg,1280.0,720.0,"Materiał powstał w ramach spotkania grupy warsztatowo-projektowej z Warszawy, której działania koordynują: Magdalena Cebula & Adrian Polens & Jasiek Tarasiew...",1280.0,720.0,,/channel/UC0mtVv1oaPKuG9EM_lbsm-A
125,ML On Kaggle and Off Kaggle by Aakash Nain | TFUG Kolkata,723 visualizações,Transmitido ao vivo em 21 de mar. de 2020,Entretenimento,"#TFDevSummit #PoweredbyTF



    ML On Kaggle and Off Kaggle by Aakash Nain | TFUG Kolkata","TensorFlow User Group Kolkata













Carregando...
    







        Cancelar inscrição de TensorFlow User Group Kolkata?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição112 











Carregando...
    









Carregando...
    













        Processando...","723 visualizações







70

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



71


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/VITk3IOxG_E/maxresdefault.jpg,1280.0,720.0,"Join TensorFlow User Group Kolkata for an expert session to celebrate the TensorFlow Dev Summit Extended series. In this session, Aakash Nain who is a Resear...",1280.0,720.0,,/channel/UCScGTVdcit45oi-TrmbDptQ
126,Titanic: Machine Learning from Disaster  - Kaggle,22 visualizações,Publicado em 21 de mai. de 2020,Pessoas e blogs,Titanic: Machine Learning from Disaster  - Kaggle,"Buse Demir













Carregando...
    







        Cancelar inscrição de Buse Demir?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2 











Carregando...
    









Carregando...
    













        Processando...","22 visualizações







2

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/VnYPenIv8Lo/maxresdefault.jpg,1280.0,720.0,This video helps to understand the codes and functions. You can access Titanic codes from Kaggle. https://www.kaggle.com/busedemir/buse-titanic Content: 1) L...,1280.0,720.0,,/channel/UCYYJKgpEr0Fi4R0zuAu3LOQ
127,Cloud Run for machine learning (AI Adventures),6.923 visualizações,Publicado em 21 de mai. de 2020,Ciência e tecnologia,Cloud Run for machine learning (AI Adventures),"Google Cloud Platform













Carregando...
    







        Cancelar inscrição de Google Cloud Platform?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição470 mil 











Carregando...
    









Carregando...
    













        Processando...","6.923 visualizações







154

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



155


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/WDgOm607Qe4/maxresdefault.jpg,1280.0,720.0,"Cloud Run is great for serverless applications because it automatically manages your underlying infrastructure, but it comes with some setbacks - such as not...",1280.0,720.0,Brett McGowen,/channel/UCJS9pqu9BzkAMNTmzNMNhvg
128,LIVE KAGGLE COMPETITION 1 Training (18 Days Remaining),139 visualizações,Publicado em 27 de fev. de 2020,Educação,LIVE KAGGLE COMPETITION 1 Training (18 Days Remaining),"Salman Ahmed













Carregando...
    







        Cancelar inscrição de Salman Ahmed?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição66 











Carregando...
    









Carregando...
    













        Processando...","139 visualizações







5

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/WfEfheNmyRc/maxresdefault.jpg,1280.0,720.0,"In this video, we will try to train a CNN (Resnet34) to compete in Live Competition. Competition Link : https://www.kaggle.com/c/bengaliai-cv19 My Competitio...",1280.0,720.0,,/channel/UCsmbZXapyT74DnBZ0OEOFOg
129,Ensemble Learning | Ensemble Learning In Machine Learning | Machine Learning Tutorial | Simplilearn,931 visualizações,Publicado em 24 de mai. de 2020,Educação,"#EnsembleLearning #EnsembleLearningInMachineLearning #WhatIsEnsembleLearning



    Ensemble Learning | Ensemble Learning In Machine Learning | Machine Learning Tutorial | Simplilearn","Simplilearn














Carregando...
    







        Cancelar inscrição de Simplilearn?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição524 mil 











Carregando...
    









Carregando...
    













        Processando...","931 visualizações







33

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



34


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/WtWxOhhZWX0/maxresdefault.jpg,1280.0,720.0,Ensemble Learning is a popular machine learning technique for building models. This video on Ensemble Learning covers the basics of Ensemble Learning Methods...,1280.0,720.0,simplilearn,/channel/UCsvqVGtbbyHaMoevxPAq9Fg
130,Upskilling Success Story Of A Data Science Enthusiast - Prasann Prem | Simplilearn Reviews,577 visualizações,Publicado em 26 de mai. de 2020,Educação,"#learning #DataScientist #stayathome



    Upskilling Success Story Of A Data Science Enthusiast - Prasann Prem | Simplilearn Reviews","Simplilearn














Carregando...
    







        Cancelar inscrição de Simplilearn?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição524 mil 











Carregando...
    









Carregando...
    













        Processando...","577 visualizações







24

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



25


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/WvDiKDV1Yjs/maxresdefault.jpg,1280.0,720.0,"Our schedules have changed drastically, over the past few months and we're getting used to adopt new routines. So what does this mean? Well, this might be a ...",1280.0,720.0,simplilearn,/channel/UCsvqVGtbbyHaMoevxPAq9Fg
131,FREE IBM Machine Learning with Python Professional Certificate - FREE Machine Learning Course IBM,183 visualizações,Publicado em 23 de mai. de 2020,Filmes e desenhos,"#machinelearning #course #free



    FREE IBM Machine Learning with Python Professional Certificate - FREE Machine Learning Course IBM","Priya Dogra













Carregando...
    







        Cancelar inscrição de Priya Dogra?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2,27 mil 











Carregando...
    









Carregando...
    













        Processando...","183 visualizações







19

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



20


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/XR2rmaaq8vE/hqdefault.jpg,480.0,360.0,"In this Video, you will learn about how you can get FREE IBM Machine Learning with Python Professional Certificate or FREE Machine Learning Course IBM Machin...",1280.0,720.0,Machine Learning Exam Answers 2020,/channel/UCrj6ws9M7PVCcBqKDz3Bucg
132,SoLeadSaturday - Episode 14 - Abhishek Thakur #kaggle #datascience #artificialintelligence,10.670 visualizações,Publicado em 13 de mar. de 2020,Ciência e tecnologia,SoLeadSaturday - Episode 14 - Abhishek Thakur #kaggle #datascience #artificialintelligence,"Vaishali Lambe













Carregando...
    







        Cancelar inscrição de Vaishali Lambe?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição668 











Carregando...
    









Carregando...
    













        Processando...","10.670 visualizações







11

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



12


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/XY8-t6PU85U/maxresdefault.jpg,1280.0,720.0,"Hello Everyone, Our today's guest is world's first 4 times recognized Kaggle Grandmaster and currently, he is working as a Chief Data Scientist at boost.ai.H...",1280.0,720.0,artificialintelligence,/channel/UCnKpa2sxQYdGZiHkP1OfEPg
133,Women Techmakers IWD India Summit 2020 : Machine Learning and Cloud,1.895 visualizações,Transmitido ao vivo em 24 de mai. de 2020,Educação,Women Techmakers IWD India Summit 2020 : Machine Learning and Cloud,"IWD India 2020













Carregando...
    







        Cancelar inscrição de IWD India 2020?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição518 











Carregando...
    









Carregando...
    













        Processando...","1.895 visualizações







158

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



159


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/Xcj4IhHygMg/maxresdefault.jpg,1280.0,720.0,May 24th 2020 - Machine Learning and Cloud,,,,/channel/UCOpGX93bBiVxa2zoKrmjqXA
134,Kaggle Deepfake Detection Challenge: Accepted ✔,119 visualizações,Publicado em 16 de mar. de 2020,Ciência e tecnologia,Kaggle Deepfake Detection Challenge: Accepted ✔,"Smells Like ML













Carregando...
    







        Cancelar inscrição de Smells Like ML?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição106 











Carregando...
    









Carregando...
    













        Processando...","119 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/XmmR1494fa8/maxresdefault.jpg,1280.0,720.0,Resources: » Blog: https://smellslikeml.com/dfdc.html » Kaggle Kernel: https://www.kaggle.com/itsmellslikeml/mtcnn-tracker Hi! We're Terry and Salma from Sme...,1280.0,720.0,artificial intelligence,/channel/UCmOW3mmTTIKf8zzMHRyeZng
135,Start to End Kaggle Competition | House Price Prediction | Data Science Project,315 visualizações,Publicado em 22 de mar. de 2020,Pessoas e blogs,Start to End Kaggle Competition | House Price Prediction | Data Science Project,"EasyAI













Carregando...
    







        Cancelar inscrição de EasyAI?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21 











Carregando...
    









Carregando...
    













        Processando...","315 visualizações







5

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/YTxH8DpVeno/hqdefault.jpg,480.0,360.0,"Hello , In this video, I have done Start to end data science project from kaggle. Many techniques can be used to improve score for this Kaggle competetion. S...",1280.0,720.0,,/channel/UC8LWL7rhWZh-8sclhwukXLQ
136,,,,,,,,https://i.ytimg.com/vi/Ys2MZwMvJoM/maxresdefault.jpg,1280.0,720.0,#datascience #machinelearning #dataanalyst Download End-to-End Notebooks in Python and R for Citizen Data Scientists and Machine Learning Developers from htt...,960.0,720.0,GSCV and Gradient Boosting in Python,
137,Solving Kaggle Credit Card Fraud Detection Using Pycaret Library- Data Science,7.406 visualizações,Publicado em 17 de abr. de 2020,Educação,Solving Kaggle Credit Card Fraud Detection Using Pycaret Library- Data Science,"Krish Naik













Carregando...
    







        Cancelar inscrição de Krish Naik?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição169 mil 











Carregando...
    









Carregando...
    













        Processando...","7.406 visualizações







266

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



267


3

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4",https://i.ytimg.com/vi/Z5pEuBV_lNA/maxresdefault.jpg,1280.0,720.0,"PyCaret is an open source, low-code machine learning library in Python that allows you to go from preparing your data to deploying your model within seconds ...",1280.0,720.0,data science course,/channel/UCNU_lfiiWBdtULKOw6X0Dig
138,Kaggle work part 1,5 visualizações,Publicado em 9 de abr. de 2020,Pessoas e blogs,Kaggle work part 1,"25navin













Carregando...
    







        Cancelar inscrição de 25navin?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição3 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/ZBJ4en5MpZw/maxresdefault.jpg,1280.0,720.0,its basically playing with and data analysis of amazon reviews data amazon data: https://www.kaggle.com/snap/amazon-fine-food-reviews my kernel :https://www....,1280.0,720.0,,/channel/UCVrNyRDAUhiFy9xGM1KMdGw
139,Algorithms used in Machine Learning (Dimensionality Reduction),5 visualizações,Publicado em 26 de mai. de 2020,Educação,Algorithms used in Machine Learning (Dimensionality Reduction),"Dr. Amit Gangwal













Carregando...
    







        Cancelar inscrição de Dr. Amit Gangwal?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição967 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/_B7hvhrUy6I/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,screen recorder,/channel/UCHCECSUaytMcVT67zQ_MKZQ
140,"How To Search For Jobs Online - LinkedIn, Facebook, HackerRank, Kaggle",556 visualizações,Publicado em 1 de mar. de 2020,Educação,"India



    How To Search For Jobs Online - LinkedIn, Facebook, HackerRank, Kaggle","Career Talk













Carregando...
    







        Cancelar inscrição de Career Talk?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,04 mil 











Carregando...
    









Carregando...
    













        Processando...","556 visualizações







29

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



30


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/_DXfuI5DG2k/maxresdefault.jpg,1280.0,720.0,"How To Search For Jobs Online - LinkedIn, Facebook, HackerRank, Kaggle. In this video we explain the active process to search for jobs online. This includes ...",1280.0,720.0,कैसे ऑनलाइन नौकरियों के लिए खोज करने के लिए,/channel/UCQbUlYFhjEkt8CnbwDhpcow
141,Kaggle Grandmaster Profile: Martin Henze (Heads or Tails),5.354 visualizações,Publicado em 7 de mai. de 2020,Ciência e tecnologia,Kaggle Grandmaster Profile: Martin Henze (Heads or Tails),"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição53,8 mil 











Carregando...
    









Carregando...
    













        Processando...","5.354 visualizações







271

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



272


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/_fFenBDzLyM/maxresdefault.jpg,1280.0,720.0,"""After ten years of looking at the stars, maybe it was time to focus my gaze on the real world, and the people who live in the real world"" — Martin, on his c...",1280.0,720.0,grand master,/channel/UCSNeZleDn9c74yQc-EKnVTA
142,How to Download Kaggle Dataset | How to use Kaggle |,178 visualizações,Publicado em 11 de mai. de 2020,Educação,"#ResearchRocks #kaggledataset



    How to Download Kaggle Dataset | How to use Kaggle |","Research Rocks













Carregando...
    







        Cancelar inscrição de Research Rocks?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição396 











Carregando...
    









Carregando...
    













        Processando...","178 visualizações







7

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/_uwucNViakk/maxresdefault.jpg,1280.0,720.0,"How to Download Kaggle Dataset and Create Datasets, Notebooks, and connect with Kaggle ----------------------------------------------------------------------...",1280.0,720.0,machine learning models,/channel/UCGI3qhPYIaZcgbINDhGJd7Q
143,How to download titanic  data set from kaggle website.,40 visualizações,Publicado em 8 de mai. de 2020,Pessoas e blogs,How to download titanic  data set from kaggle website.,"Gurukul













Carregando...
    







        Cancelar inscrição de Gurukul?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição27 











Carregando...
    









Carregando...
    













        Processando...","40 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/a8I_NhYZljo/maxresdefault.jpg,1280.0,720.0,3 How to download titanic data set from kaggle website.,1280.0,720.0,,/channel/UCDUI6f0gg1InbaPdqVLVXGg
144,SONY PS5 Machine Learning AI (Best News Yet!!),11.300 visualizações,Publicado em 24 de mai. de 2020,Jogos,"#PS5 #PS5News #RemasterEngine



    SONY PS5 Machine Learning AI (Best News Yet!!)","SuperDan













Carregando...
    







        Cancelar inscrição de SuperDan?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição50,9 mil 











Carregando...
    









Carregando...
    













        Processando...","11.300 visualizações







795

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



796


42

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



43",https://i.ytimg.com/vi/aIMPWJWPX0U/maxresdefault.jpg,1280.0,720.0,"Lets go over the Sony Playstation 5 Remaster Engine to allow ANY PS1, PS2 or PS3 game to be remastered for Developers willing to put there games on sale in t...",1280.0,720.0,news,/channel/UCW_xNvhN7WTlFYZtuWRMIlQ
145,KG_MAR_20_0 |  WHAT IS KAGGLE : INTRODUCTORY VIDEO,,Publicado em 28 de fev. de 2020,Educação,KG_MAR_20_0 |  WHAT IS KAGGLE : INTRODUCTORY VIDEO,"Mr. Khantwal













Carregando...
    







        Cancelar inscrição de Mr. Khantwal?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...",,https://i.ytimg.com/vi/aNVJqOU2N_M/hqdefault.jpg,480.0,360.0,"Here , We will be dealing with a lots of Kaggle DataSet and learning new branches of data science . It really matters a lot when we are working on real data ...",1280.0,720.0,theanos,/channel/UCfF4iEmJg2WilTZZnp_IXzA
146,"Interview with Russ Wolfinger | Statistics, Data Science & Kaggle | NFL Big Data Bowl #14 Pos Sol",376 visualizações,Estreou em 29 de mar. de 2020,Pessoas e blogs,"Interview with Russ Wolfinger | Statistics, Data Science & Kaggle | NFL Big Data Bowl #14 Pos Sol","Sanyam Bhutani Chai Time Data Science













Carregando...
    







        Cancelar inscrição de Sanyam Bhutani Chai Time Data Science?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,62 mil 











Carregando...
    









Carregando...
    













        Processando...","376 visualizações







17

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



18


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/akYeBUTXmT4/maxresdefault.jpg,1280.0,720.0,Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience Subscribe to the newsletter for updates: https://tinyletter.com/sanyambhutani I...,1280.0,720.0,,/channel/UCRjtBP-o5FbgRzX2BHQEFtQ
147,Google Sheets on Kaggle,5 visualizações,Publicado em 9 de mar. de 2020,Pessoas e blogs,Google Sheets on Kaggle,"Timo Bozsolik













Carregando...
    







        Cancelar inscrição de Timo Bozsolik?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/avkwtsyziXg/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,,/channel/UCgzI3wFMI9qQT_prsKcA0ng
148,Roadsec@Home #2 - Yumi Ambriola | Grafos e machine learning para análise de dados públicos,209 visualizações,Publicado em 21 de mai. de 2020,Ciência e tecnologia,Roadsec@Home #2 - Yumi Ambriola | Grafos e machine learning para análise de dados públicos,"Roadsec













Carregando...
    







        Cancelar inscrição de Roadsec?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição10,9 mil 











Carregando...
    









Carregando...
    













        Processando...","209 visualizações







25

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



26


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/beUtyTDCuC4/hqdefault.jpg,480.0,360.0,"Palestra apresentada no Roadsec@Home #2 Yumi Ambriola - Doutoranda em engenharia da informação com ênfase em neurociência, conselheira suplente no Comitê Ges...",1280.0,720.0,teste de penetração,/channel/UCxHzA-Z97sjfK3OISjkbMCQ
149,Increase Data Science efficiency security and privacy using MLOps in Azure Machine | INT135C,27 visualizações,Publicado em 26 de mai. de 2020,Ciência e tecnologia,Increase Data Science efficiency security and privacy using MLOps in Azure Machine | INT135C,"Microsoft Developer













Carregando...
    







        Cancelar inscrição de Microsoft Developer?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição212 mil 











Carregando...
    









Carregando...
    













        Processando...","27 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/blc9aoNRRwY/maxresdefault.jpg,1280.0,720.0,"MLOps (of DevOps for Machine Learning) is all about accelerating the machine learning lifecycle in a secure and trusted way. Get to production faster, with o...",1280.0,720.0,Jessica Crump,/channel/UCsMica-v34Irf9KVTh6xx-g
