,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,p,title,date,views
1067,Python Toolkit that Used for Two Kaggle Top 10% Leaderboard Finishes,,3.722 visualizações,Publicado em 14 de jan. de 2019,Ciência e tecnologia,Python Toolkit that Used for Two Kaggle Top 10% Leaderboard Finishes,"Jeff Heaton













Carregando...
    







        Cancelar inscrição de Jeff Heaton?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição22,1 mil 











Carregando...
    









Carregando...
    













        Processando...","3.722 visualizações







102

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



103


4

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5",https://i.ytimg.com/vi/tSzrecBdyJc/maxresdefault.jpg,1280.0,720.0,"This is the set of common tools that I've used in Kaggles to place around 7-10% on the leaderboard. Templates are provided for feature engineering, preproces...",480.0,360.0,preprocessing,/channel/UCR1-GEpyOPzT2AO4D_eifdw,0.424,,,
1070,Portable Talks: Human centred approach to artificial intelligence and machine learning,,4 visualizações,Publicado em 24 de nov. de 2019,Ciência e tecnologia,"Melbourne



    Portable Talks: Human centred approach to artificial intelligence and machine learning","Portable













Carregando...
    







        Cancelar inscrição de Portable?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1 











Carregando...
    









Carregando...
    













        Processando...","4 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/tfCVx-JCQeQ/hqdefault.jpg,480.0,360.0,"To initiate the re-boot of Portable Talks, we look at how a human centred design approach can be used to build AI and machine learning tools. Our Tech Lead a...",1280.0,720.0,machine learning,/channel/UCRL26DPexiRaRvixhn-GGpw,0.279,,,
1084,Kaggle Meetup: Visual Relationship Challenge,,104 visualizações,Publicado em 6 de dez. de 2018,Ciência e tecnologia,Kaggle Meetup: Visual Relationship Challenge,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","104 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/uBVY-g3ZXUk/maxresdefault.jpg,1280.0,720.0,Kaggle page: https://www.kaggle.com/c/google-ai-open-images-visual-relationship-track Meetup page: https://www.meetup.com/LearnDataScience/events/252908686/ ...,1280.0,720.0,artificial intelligence,/channel/UCJhW_16uxALr0X4olEW2p5A,0.456,,,
1102,Kaggle Live-Coding: How to turn text into structured data for NLP | Kaggle,,1.155 visualizações,Transmitido ao vivo em 5 de out. de 2018,Ciência e tecnologia,Kaggle Live-Coding: How to turn text into structured data for NLP | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.155 visualizações







46

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



47


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/uvCS_lfxFWI/maxresdefault.jpg,1280.0,720.0,Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw...,1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.312,,,
1104,Powered by TensorFlow: helping paleographers transcribe medieval text using machine learning,,19.546 visualizações,Publicado em 7 de mar. de 2019,Ciência e tecnologia,"#TFDevSummit #PoweredByTF



    Powered by TensorFlow: helping paleographers transcribe medieval text using machine learning","TensorFlow













Carregando...
    







        Cancelar inscrição de TensorFlow?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição180 mil 











Carregando...
    









Carregando...
    













        Processando...","19.546 visualizações







163

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



164


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/v-FgOACRgfs/maxresdefault.jpg,1280.0,720.0,"Machine learning is helping to solve challenging, real-world problems around the world. See how In Codice Ratio (http://www.inf.uniroma3.it/db/icr/), a resea...",1280.0,720.0,coding,/channel/UC0rqucBdTuFTjJiefW5t-IQ,0.319,,,
1114,Artificial Intelligence & Machine Learning  - A Review,,28 visualizações,Publicado em 25 de nov. de 2019,Educação,Artificial Intelligence & Machine Learning  - A Review,"jayanti prasad













Carregando...
    







        Cancelar inscrição de jayanti prasad?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição26 











Carregando...
    









Carregando...
    













        Processando...","28 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/vhnLdxH8eP0/hqdefault.jpg,480.0,360.0,A Review of machine learning on source code.,960.0,720.0,,/channel/UCJesxoOgwZS5JpHrTDOS-8A,0.457,,,
1120,Recognizing Students at Risk of Dropping Out - A Machine Learning Approach ML4VA,,5 visualizações,Publicado em 24 de nov. de 2019,"SME, WMG (em nome de WM Spain); LatinAutor, CMRRA, BMI - Broadcast Music Inc., Sony ATV Publishing, SOLAR Music Rights Management, LatinAutor - SonyATV, UNIAO BRASILEIRA DE EDITORAS DE MUSICA - UBEM e 15 associações de direitos musicais",Recognizing Students at Risk of Dropping Out - A Machine Learning Approach ML4VA,"Joe Spaeth













Carregando...
    







        Cancelar inscrição de Joe Spaeth?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/w104zCQNB38/maxresdefault.jpg,1280.0,720.0,"ML4VA project by Anna Spearman, Noah Collins, and Joe Spaeth",1280.0,720.0,,/channel/UCZDNp9Zik3T8DjKzarPlDpQ,0.285,,,
1136,Real Stories from Career Switchers | CareerCon 2019 | Kaggle,,531 visualizações,Publicado em 15 de ago. de 2019,Ciência e tecnologia,Real Stories from Career Switchers | CareerCon 2019 | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","531 visualizações







24

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



25


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/wyU9GTKSO0g/maxresdefault.jpg,1280.0,720.0,"""Listen to a panel of speakers who successfully moved into data science from other seemingly unrelated careers. They’ll discuss their approach to learning, o...",1280.0,720.0,careercon,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.447,,,
1138,"NIPS 2017 Test of Time Award ""Machine learning has become alchemy.” | Ali Rahimi, Google",,13.474 visualizações,Publicado em 7 de mar. de 2018,Educação,"NIPS 2017 Test of Time Award ""Machine learning has become alchemy.” | Ali Rahimi, Google","Preserve Knowledge













Carregando...
    







        Cancelar inscrição de Preserve Knowledge?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição10,4 mil 











Carregando...
    









Carregando...
    













        Processando...","13.474 visualizações







138

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



139


4

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5",https://i.ytimg.com/vi/x7psGHgatGM/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,NIPS 2017,/channel/UC9p_wQs8b8SHvfJSuuxEnvw,0.372,,,
1168,Learn Deep Learning Online from IBM,,3.641 visualizações,Publicado em 9 de mai. de 2019,Educação,Learn Deep Learning Online from IBM,"edX














Carregando...
    







        Cancelar inscrição de edX?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição221 mil 











Carregando...
    









Carregando...
    













        Processando...","3.641 visualizações







52

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



53


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/z7LyERPn0o4/maxresdefault.jpg,1280.0,720.0,"Welcome to the course Deep Learning Fundamentals with Keras from IBM! This playlist only part of the full course—take the full course, test yourself, and ear...",960.0,720.0,learn machine learning for free,/channel/UC67Vc0fkLYeUPBp1f02VY9Q,0.29,,,
1176,Using Google's Data and AI Technologies with Kaggle (Cloud Next '19),,727 visualizações,Publicado em 24 de abr. de 2019,Ciência e tecnologia,Using Google's Data and AI Technologies with Kaggle (Cloud Next '19),"Google Cloud Platform













Carregando...
    







        Cancelar inscrição de Google Cloud Platform?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição400 mil 











Carregando...
    









Carregando...
    













        Processando...","727 visualizações







17

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



18


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/zPR3upTfMSI/maxresdefault.jpg,1280.0,720.0,Kaggle is the world's largest community of data scientists and machine learners. We have more than 2.6MM registered users who come to Kaggle to compete in ma...,1280.0,720.0,official,/channel/UCJS9pqu9BzkAMNTmzNMNhvg,0.284,,,
571,,,,,,,,,,,,,,,,,,Kaggle Reading Group: Dissecting contextual word embeddings | Kaggle,2019-03-13,1016.0
1053,,,,,,,,,,,,,,,,,,We talk about machine learning,2019-11-25,0.0
763,,,,,,,,,,,,,,,,,,Time Series Analysis in Python | Time Series Forecasting | Data Science with Python | Edureka,2018-05-31,151104.0
964,,,,,,,,,,,,,,,,,,Big Data y Data Science,2019-11-22,0.0
666,,,,,,,,,,,,,,,,,,From Deep Learning of Disentangled Representations to Higher-level Cognition,2018-02-08,37182.0
709,,,,,,,,,,,,,,,,,,Live Breakdown of Common Data Science Interview Questions | Kaggle,2018-03-21,36978.0
950,,,,,,,,,,,,,,,,,,Problem solving with AI: Data science on steroids,2019-11-25,65.0
855,,,,,,,,,,,,,,,,,,A Machine Learning Model for Predicting Plant Disease,2019-11-24,0.0
551,,,,,,,,,,,,,,,,,,kaggleのチュートリアル第３版解説放送その２,2019-04-13,831.0
768,,,,,,,,,,,,,,,,,,DTL042 - Data Science op volle kracht bij Vattenfall,2019-11-24,0.0
1020,,,,,,,,,,,,,,,,,,Lecture Series: What is Data Science?,2018-10-02,366.0
831,,,,,,,,,,,,,,,,,,Kaggle Live-Coding: Code Reviews! | Kaggle,2019-03-01,990.0
920,,,,,,,,,,,,,,,,,,Machine Learning Tutorial | Learn Machine Learning | Intellipaat,2019-10-19,33806.0
543,,,,,,,,,,,,,,,,,,Data Scientist : นักวิทยาศาสตร์ข้อมูล,2018-10-17,15182.0
555,,,,,,,,,,,,,,,,,,How to have a Career in Data Science and Data Engineering I ChetChat,2018-10-04,4643.0
653,,,,,,,,,,,,,,,,,,"Computational Neuroscience, HDR imaging, Deep Learning for Computer Vision | Dr Shanmuganathan Raman",2019-11-24,257.0
1118,,,,,,,,,,,,,,,,,,Kaggle Competition - House Prices: Advanced Regression Techniques Part1,2019-09-08,17762.0
914,,,,,,,,,,,,,,,,,,MACHINE LEARNING - APOIO: 08 | Multiplicação de matriz e vetor,2019-07-19,30.0
1019,,,,,,,,,,,,,,,,,,Data Science Demystified session- Oct 27,2018-10-31,592.0
676,,,,,,,,,,,,,,,,,,Python for Beginners 1 : Welcome to Python  #datascience #machinelearning,2018-11-25,1495.0
517,,,,,,,,,,,,,,,,,,"머신러닝부터 뉴럴 네크워크까지 - Lec 2 : Machine learning 기술, ‘딥’의 출현, backpropagation, CNN, RNN, SNN",2019-11-24,0.0
854,,,,,,,,,,,,,,,,,,Chris Armbruster: Die Data Scientists von morgen,2018-06-28,2177.0
959,,,,,,,,,,,,,,,,,,8 Data Science Projects in Banking & Finance,2018-06-23,9949.0
909,,,,,,,,,,,,,,,,,,"074. Чем отличаются data analyst, data engineer и data scientist – Алексей Натёкин",2018-11-19,25912.0
667,,,,,,,,,,,,,,,,,,How to Upload a Dataset to Kaggle | Kaggle,2019-10-09,1266.0
672,,,,,,,,,,,,,,,,,,ML Kit: Machine Learning SDK for mobile developers (Google I/O '18),2018-05-09,35072.0
588,,,,,,,,,,,,,,,,,,Data Science - The Beginners Guide to Kaggle | ZaranTech,2019-06-24,1259.0
1148,,,,,,,,,,,,,,,,,,Machine Learning Analysis of Virginia Traffic Accidents,2019-11-23,0.0
935,,,,,,,,,,,,,,,,,,AWS re:Invent 2018: Pragmatic Quantum Machine Learning Today (AIS308),2018-11-28,3612.0
615,,,,,,,,,,,,,,,,,,kaggle - Housing Prices Competition,2018-06-24,2914.0
829,,,,,,,,,,,,,,,,,,Experience Kaggle Days | Paris Edition January 2019 | Kaggle Days by LogicAI + Kaggle,2019-05-25,648.0
