,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,p
1070,Portable Talks: Human centred approach to artificial intelligence and machine learning,0,4 visualizações,Publicado em 24 de nov. de 2019,Ciência e tecnologia,"Melbourne



    Portable Talks: Human centred approach to artificial intelligence and machine learning","Portable













Carregando...
    







        Cancelar inscrição de Portable?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1 











Carregando...
    









Carregando...
    













        Processando...","4 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/tfCVx-JCQeQ/hqdefault.jpg,480.0,360.0,"To initiate the re-boot of Portable Talks, we look at how a human centred design approach can be used to build AI and machine learning tools. Our Tech Lead a...",1280.0,720.0,machine learning,/channel/UCRL26DPexiRaRvixhn-GGpw,0.279
1084,Kaggle Meetup: Visual Relationship Challenge,0,104 visualizações,Publicado em 6 de dez. de 2018,Ciência e tecnologia,Kaggle Meetup: Visual Relationship Challenge,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","104 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/uBVY-g3ZXUk/maxresdefault.jpg,1280.0,720.0,Kaggle page: https://www.kaggle.com/c/google-ai-open-images-visual-relationship-track Meetup page: https://www.meetup.com/LearnDataScience/events/252908686/ ...,1280.0,720.0,artificial intelligence,/channel/UCJhW_16uxALr0X4olEW2p5A,0.456
1102,Kaggle Live-Coding: How to turn text into structured data for NLP | Kaggle,0,1.155 visualizações,Transmitido ao vivo em 5 de out. de 2018,Ciência e tecnologia,Kaggle Live-Coding: How to turn text into structured data for NLP | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.155 visualizações







46

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



47


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/uvCS_lfxFWI/maxresdefault.jpg,1280.0,720.0,Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw...,1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.312
1104,Powered by TensorFlow: helping paleographers transcribe medieval text using machine learning,1,19.546 visualizações,Publicado em 7 de mar. de 2019,Ciência e tecnologia,"#TFDevSummit #PoweredByTF



    Powered by TensorFlow: helping paleographers transcribe medieval text using machine learning","TensorFlow













Carregando...
    







        Cancelar inscrição de TensorFlow?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição180 mil 











Carregando...
    









Carregando...
    













        Processando...","19.546 visualizações







163

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



164


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/v-FgOACRgfs/maxresdefault.jpg,1280.0,720.0,"Machine learning is helping to solve challenging, real-world problems around the world. See how In Codice Ratio (http://www.inf.uniroma3.it/db/icr/), a resea...",1280.0,720.0,coding,/channel/UC0rqucBdTuFTjJiefW5t-IQ,0.319
1114,Artificial Intelligence & Machine Learning  - A Review,0,28 visualizações,Publicado em 25 de nov. de 2019,Educação,Artificial Intelligence & Machine Learning  - A Review,"jayanti prasad













Carregando...
    







        Cancelar inscrição de jayanti prasad?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição26 











Carregando...
    









Carregando...
    













        Processando...","28 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/vhnLdxH8eP0/hqdefault.jpg,480.0,360.0,A Review of machine learning on source code.,960.0,720.0,,/channel/UCJesxoOgwZS5JpHrTDOS-8A,0.457
1120,Recognizing Students at Risk of Dropping Out - A Machine Learning Approach ML4VA,0,5 visualizações,Publicado em 24 de nov. de 2019,"SME, WMG (em nome de WM Spain); LatinAutor, CMRRA, BMI - Broadcast Music Inc., Sony ATV Publishing, SOLAR Music Rights Management, LatinAutor - SonyATV, UNIAO BRASILEIRA DE EDITORAS DE MUSICA - UBEM e 15 associações de direitos musicais",Recognizing Students at Risk of Dropping Out - A Machine Learning Approach ML4VA,"Joe Spaeth













Carregando...
    







        Cancelar inscrição de Joe Spaeth?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/w104zCQNB38/maxresdefault.jpg,1280.0,720.0,"ML4VA project by Anna Spearman, Noah Collins, and Joe Spaeth",1280.0,720.0,,/channel/UCZDNp9Zik3T8DjKzarPlDpQ,0.285
1136,Real Stories from Career Switchers | CareerCon 2019 | Kaggle,0,531 visualizações,Publicado em 15 de ago. de 2019,Ciência e tecnologia,Real Stories from Career Switchers | CareerCon 2019 | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","531 visualizações







24

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



25


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/wyU9GTKSO0g/maxresdefault.jpg,1280.0,720.0,"""Listen to a panel of speakers who successfully moved into data science from other seemingly unrelated careers. They’ll discuss their approach to learning, o...",1280.0,720.0,careercon,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.447
1138,"NIPS 2017 Test of Time Award ""Machine learning has become alchemy.” | Ali Rahimi, Google",0,13.474 visualizações,Publicado em 7 de mar. de 2018,Educação,"NIPS 2017 Test of Time Award ""Machine learning has become alchemy.” | Ali Rahimi, Google","Preserve Knowledge













Carregando...
    







        Cancelar inscrição de Preserve Knowledge?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição10,4 mil 











Carregando...
    









Carregando...
    













        Processando...","13.474 visualizações







138

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



139


4

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5",https://i.ytimg.com/vi/x7psGHgatGM/maxresdefault.jpg,1280.0,720.0,,1280.0,720.0,NIPS 2017,/channel/UC9p_wQs8b8SHvfJSuuxEnvw,0.372
1168,Learn Deep Learning Online from IBM,0,3.641 visualizações,Publicado em 9 de mai. de 2019,Educação,Learn Deep Learning Online from IBM,"edX














Carregando...
    







        Cancelar inscrição de edX?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição221 mil 











Carregando...
    









Carregando...
    













        Processando...","3.641 visualizações







52

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



53


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/z7LyERPn0o4/maxresdefault.jpg,1280.0,720.0,"Welcome to the course Deep Learning Fundamentals with Keras from IBM! This playlist only part of the full course—take the full course, test yourself, and ear...",960.0,720.0,learn machine learning for free,/channel/UC67Vc0fkLYeUPBp1f02VY9Q,0.29
1176,Using Google's Data and AI Technologies with Kaggle (Cloud Next '19),0,727 visualizações,Publicado em 24 de abr. de 2019,Ciência e tecnologia,Using Google's Data and AI Technologies with Kaggle (Cloud Next '19),"Google Cloud Platform













Carregando...
    







        Cancelar inscrição de Google Cloud Platform?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição400 mil 











Carregando...
    









Carregando...
    













        Processando...","727 visualizações







17

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



18


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/zPR3upTfMSI/maxresdefault.jpg,1280.0,720.0,Kaggle is the world's largest community of data scientists and machine learners. We have more than 2.6MM registered users who come to Kaggle to compete in ma...,1280.0,720.0,official,/channel/UCJS9pqu9BzkAMNTmzNMNhvg,0.284
926,"November 22, 2019,   Machine-learning engineer",0,3 visualizações,Publicado em 22 de nov. de 2019,Pessoas e blogs,"November 22, 2019,   Machine-learning engineer","Kaiying Liu













Carregando...
    







        Cancelar inscrição de Kaiying Liu?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição5 











Carregando...
    









Carregando...
    













        Processando...","3 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/m3F3gQ7VRtA/maxresdefault.jpg,1280.0,720.0,"机器学习工程师, 专注于创建数据产品并能使数据科学在生产系统中运行的新角色 今天说的三个词，在我们身上越少越好。",1280.0,720.0,,/channel/UCJT5SGG-kKkK8rkS714zPJw,0.078
914,MACHINE LEARNING - APOIO: 08 | Multiplicação de matriz e vetor,0,30 visualizações,Publicado em 19 de jul. de 2019,Educação,MACHINE LEARNING - APOIO: 08 | Multiplicação de matriz e vetor,"EduC













Carregando...
    







        Cancelar inscrição de EduC?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,1 mil 











Carregando...
    









Carregando...
    













        Processando...","30 visualizações







5

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/lc08zuo2QmI/maxresdefault.jpg,1280.0,720.0,Link do Curso: https://www.youtube.com/watch?v=yhwuW...,1280.0,720.0,artificial,/channel/UCcKL3dTB1N4FhVAhgOYXOdw,0.03
827,Kaggle Competition - House Prices Regression Techniques(Hyperparameter Tuning)-Part 2,0,5.240 visualizações,Publicado em 9 de set. de 2019,Educação,"#Kaggle #MachineLearning #HyperparameterTuning



    Kaggle Competition - House Prices Regression Techniques(Hyperparameter Tuning)-Part 2","Krish Naik













Carregando...
    







        Cancelar inscrição de Krish Naik?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição63 mil 











Carregando...
    









Carregando...
    













        Processando...","5.240 visualizações







159

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



160


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/htXcQPsaGWw/hqdefault.jpg,480.0,360.0,In this video I will be showing how we can increase the accuracy by using Hyperparameter optimization using Xgboost for Kaggle problems #Kaggle #MachineLearn...,1280.0,720.0,Kaggle,/channel/UCNU_lfiiWBdtULKOw6X0Dig,0.047
777,Data Analysis on a Kaggle's Dataset,0,4.351 visualizações,Publicado em 24 de fev. de 2019,Educação,Data Analysis on a Kaggle's Dataset,"Divya Thakur













Carregando...
    







        Cancelar inscrição de Divya Thakur?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição267 











Carregando...
    









Carregando...
    













        Processando...","4.351 visualizações







119

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



120


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/exqjWW3_BTY/maxresdefault.jpg,1280.0,720.0,Google App Rating - A dataset from kaggle You can find the code and dataset here: https://github.com/DivyaThakur24/GoogleAppRating-DataAnalysis,1280.0,720.0,#data #analysis #kaggle #visualization #manipulation #imputation,/channel/UCou9uUFltDazqO4I6Pu7Cpg,0.064
790,End to End Data Science Batch 8 Demo,0,89 visualizações,Publicado em 25 de nov. de 2019,Pessoas e blogs,End to End Data Science Batch 8 Demo,"Prudhvi Potuganti













Carregando...
    







        Cancelar inscrição de Prudhvi Potuganti?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição286 











Carregando...
    









Carregando...
    













        Processando...","89 visualizações







5

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/flwgip6rjkA/hqdefault.jpg,480.0,360.0,Our flagship program to make you a Data Scientist. More details at www.supervisedlearning.com/endtoendDS,1280.0,720.0,,/channel/UCmxW6_wXtIpn1WQ-7EKgppA,0.065
894,Data Science in 30 Minutes: Using Data Science to Predict the Future with Kirk Borne,0,2.263 visualizações,Transmitido ao vivo em 25 de out. de 2018,Ciência e tecnologia,Data Science in 30 Minutes: Using Data Science to Predict the Future with Kirk Borne,"The Data Incubator













Carregando...
    







        Cancelar inscrição de The Data Incubator?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição5,65 mil 











Carregando...
    









Carregando...
    













        Processando...","2.263 visualizações







38

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



39


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/kO8WY4HFL_U/maxresdefault.jpg,1280.0,720.0,"Check out The Data Incubator and Kirk Borne, Principal Data Scientist at Booz Allen Hamilton in the October 2018 installment of our free online webinar serie...",,,#hoa,/channel/UCtY8JjMQpzYb5FFvUr2JnUw,0.043
992,Santander Kaggle by Natrayan Velu (8/22/2018),0,456 visualizações,Publicado em 23 de ago. de 2018,Ciência e tecnologia,Santander Kaggle by Natrayan Velu (8/22/2018),"Cleveland R User Group













Carregando...
    







        Cancelar inscrição de Cleveland R User Group?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição154 











Carregando...
    









Carregando...
    













        Processando...","456 visualizações







12

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



13


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/pkdX4emqYys/maxresdefault.jpg,1280.0,720.0,Natrayan Velu discusses learning machine learning while working on the Santander contest from Kaggle.,1280.0,720.0,kaggle,/channel/UC7C4YZ-9itQW7Nl4RVKDflg,0.177
890,Supervised and Unsupervised Learning In Machine Learning | Machine Learning Tutorial | Simplilearn,0,43.323 visualizações,Publicado em 11 de set. de 2018,Educação,"#MachineLearningAlgorithms #Datasciencecourse #DataScience



    Supervised and Unsupervised Learning In Machine Learning | Machine Learning Tutorial | Simplilearn","Simplilearn














Carregando...
    







        Cancelar inscrição de Simplilearn?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição376 mil 











Carregando...
    









Carregando...
    













        Processando...","43.323 visualizações







837

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



838


10

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



11",https://i.ytimg.com/vi/kE5QZ8G_78c/maxresdefault.jpg,1280.0,720.0,"This video on ""Supervised and Unsupervised Learning"" will help you understand what is machine learning, what are the types of Machine learning, what is super...",1280.0,720.0,simplilearn,/channel/UCsvqVGtbbyHaMoevxPAq9Fg,0.088
1092,Python Machine Learning Tutorial #1 - Introduction,0,198.476 visualizações,Publicado em 16 de jan. de 2019,Educação,Python Machine Learning Tutorial #1 - Introduction,"Tech With Tim













Carregando...
    







        Cancelar inscrição de Tech With Tim?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição129 mil 











Carregando...
    









Carregando...
    













        Processando...","198.476 visualizações







4.161

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4.162


59

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



60",https://i.ytimg.com/vi/ujTCoH21GlA/maxresdefault.jpg,1280.0,720.0,This is my 2019 python machine learning tutorial introduction. In this video we go through setting up tensorflow and sklearn so that we are ready to start co...,1280.0,720.0,tech with tim python,/channel/UC4JX40jDee_tINbkjycV4Sg,0.071
953,Resume for Machine Learning,0,112.645 visualizações,Publicado em 1 de jul. de 2018,Educação,Resume for Machine Learning,"Siraj Raval














Carregando...
    







        Cancelar inscrição de Siraj Raval?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição694 mil 











Carregando...
    









Carregando...
    













        Processando...","112.645 visualizações







4.201

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4.202


58

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



59",https://i.ytimg.com/vi/nMK94JlKRb4/hqdefault.jpg,480.0,360.0,"Welcome to my new course, Machine Learning Journey! If you’re a student, or between jobs, or in a different field, this 10 week course will help you learn ev...",1280.0,720.0,coding,/channel/UCWN3xxRkmTPmbKwht9FuE5A,0.031
633,Kaggle Challenges | Why and How to Participate,0,459 visualizações,Publicado em 23 de set. de 2019,Educação,"#kaggle #datascience #machinelearning



    Kaggle Challenges | Why and How to Participate","Normalized Nerd













Carregando...
    







        Cancelar inscrição de Normalized Nerd?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição455 











Carregando...
    









Carregando...
    













        Processando...","459 visualizações







16

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



17


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/XIbNfDAkMpc/maxresdefault.jpg,1280.0,720.0,#kaggle #datascience #machinelearning Kaggle is an online platform where data science competitions are hosted regularly. It is a great learning resource also...,1280.0,720.0,why should i do kaggle,/channel/UC7Fs-Fdpe0I8GYg3lboEuXw,0.201
513,ML Kit: Machine Learning for Mobile with Firebase (Google I/O'19),0,12.886 visualizações,Publicado em 8 de mai. de 2019,Ciência e tecnologia,"#io19



    ML Kit: Machine Learning for Mobile with Firebase (Google I/O'19)","Firebase













Carregando...
    







        Cancelar inscrição de Firebase?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição233 mil 











Carregando...
    









Carregando...
    













        Processando...","12.886 visualizações







216

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



217


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/QwHD36bhXZA/maxresdefault.jpg,1280.0,720.0,"ML Kit allows you to harness the power of machine learning in your iOS and Android apps without needing to be an expert in it. Leverage powerful, but simple-...",1280.0,720.0,io announcements,/channel/UCP4bf6IHJJQehibu6ai__cg,0.154
762,Kaggle比赛金牌收割机XGBoost详解 - Live (10/21),0,2.201 visualizações,Publicado em 22 de out. de 2018,Ciência e tecnologia,Kaggle比赛金牌收割机XGBoost详解 - Live (10/21),"Data Application Lab













Carregando...
    







        Cancelar inscrição de Data Application Lab?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","2.201 visualizações







20

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



21


10

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



11",https://i.ytimg.com/vi/e56abVubxzI/maxresdefault.jpg,1280.0,720.0,在 Kaggle 的很多比赛中，我们可以看到很多获奖者都喜欢用 XGBoost，而且训练得出的结果表现都非常好！那什么是XGBoost呢？它有什么优点和特长呢？ 其实XGBoost 的特点就是计算速度快，模型表现好，这两点也正是这个项目的目标。今天就来看看 XGBoost 到底是什么以及如何应用！ 适合人群： 想...,1280.0,720.0,xgboost,/channel/UCa8NLpvi70mHVsW4J_x9OeQ,0.148
588,Data Science - The Beginners Guide to Kaggle | ZaranTech,0,1.259 visualizações,Publicado em 24 de jun. de 2019,Educação,"#datascience #datasciencetraining #datascienceforbeginners



    Data Science - The Beginners Guide to Kaggle | ZaranTech","ZaranTech













Carregando...
    







        Cancelar inscrição de ZaranTech?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição47,4 mil 











Carregando...
    









Carregando...
    













        Processando...","1.259 visualizações







27

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



28


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/VBakw8zX_7w/maxresdefault.jpg,1280.0,720.0,🔥🔥 Rated #1 Data Science Master Program on Youtube by Students. 🇺🇸 USA Based Trainer. ☎️ CONTACT: +1 (515) 309-7846 || 📩 - info@zarantech.com || 🌎 - https://...,1280.0,720.0,kaggle competition tutorial,/channel/UCrGQph0eN5QdPCu1CdNZQPA,0.019
945,"Dexterous Manipulation with Deep Reinforcement Learning: Efficient, General, and Low-Cost",0,1.399 visualizações,Publicado em 13 de out. de 2018,Ciência e tecnologia,"Dexterous Manipulation with Deep Reinforcement Learning: Efficient, General, and Low-Cost","Vikash Kumar













Carregando...
    







        Cancelar inscrição de Vikash Kumar?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição206 











Carregando...
    









Carregando...
    













        Processando...","1.399 visualizações







22

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



23


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/mpGK4zbdi6g/hqdefault.jpg,480.0,360.0,"Dexterous multi-fingered robotic hands can perform a wide range of manipulation skills, making them an appealing component for general-purpose robotic manipu...",1280.0,720.0,transferHMS,/channel/UC17tRbmCL3DErp8T_2iulVQ,0.169
1035,Swift for TensorFlow: The Next-Generation Machine Learning Framework (TF Dev Summit '19),0,26.605 visualizações,Publicado em 6 de mar. de 2019,Ciência e tecnologia,Swift for TensorFlow: The Next-Generation Machine Learning Framework (TF Dev Summit '19),"TensorFlow













Carregando...
    







        Cancelar inscrição de TensorFlow?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição180 mil 











Carregando...
    









Carregando...
    













        Processando...","26.605 visualizações







450

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



451


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/s65BigoMV_I/maxresdefault.jpg,1280.0,720.0,"TensorFlow is about innovation. In this Swift for TensorFlow session, you will learn about language-integrated automatic differentiation, and tooling optimiz...",1280.0,720.0,ML framework,/channel/UC0rqucBdTuFTjJiefW5t-IQ,0.171
608,初めてkaggleのkernelを使う方へ、使い方を説明します,0,1.718 visualizações,Publicado em 31 de jan. de 2019,Ciência e tecnologia,"#curry_ch



    初めてkaggleのkernelを使う方へ、使い方を説明します","カレーちゃん













Carregando...
    







        Cancelar inscrição de カレーちゃん?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição409 











Carregando...
    









Carregando...
    













        Processando...","1.718 visualizações







43

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



44


3

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4",https://i.ytimg.com/vi/W8KybMGVFzk/hqdefault.jpg,480.0,360.0,KaggleのKernelではブラウザ上から、PythonやＲのコードを書いて動かすことができます。 この動画では、その使い方を説明します。 ■ 説明していること ・Kernelの作成 (0:35) ・言語(Python・R)の選択 (1:50) ・セルの実行 (2:00) ・セルの追加削除 (3:05) ・in...,960.0,720.0,curry_ch,/channel/UCF_3GKr98gkLer3iXJHA0RQ,0.067
672,ML Kit: Machine Learning SDK for mobile developers (Google I/O '18),0,35.072 visualizações,Publicado em 9 de mai. de 2018,Ciência e tecnologia,"#io18



    ML Kit: Machine Learning SDK for mobile developers (Google I/O '18)","Firebase













Carregando...
    







        Cancelar inscrição de Firebase?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição233 mil 











Carregando...
    









Carregando...
    













        Processando...","35.072 visualizações







492

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



493


15

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



16",https://i.ytimg.com/vi/Z-dqGRSsaBs/maxresdefault.jpg,1280.0,720.0,ML Kit allows you to harness the power of ML without needing to be an expert in it. Leverage powerful but simple-to-use image recognition capabilities across...,1280.0,720.0,google I o,/channel/UCP4bf6IHJJQehibu6ai__cg,0.247
794,"Why Data Scientists Love Kubernetes - Sophie Watson & William Benton, Red Hat",1,3.302 visualizações,Publicado em 15 de dez. de 2018,Filmes e desenhos,"Why Data Scientists Love Kubernetes - Sophie Watson & William Benton, Red Hat","CNCF [Cloud Native Computing Foundation]













Carregando...
    







        Cancelar inscrição de CNCF [Cloud Native Computing Foundation]?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição35,8 mil 











Carregando...
    









Carregando...
    













        Processando...","3.302 visualizações







39

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



40


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/frQeK8xo9Ls/maxresdefault.jpg,1280.0,720.0,"Why Data Scientists Love Kubernetes - Sophie Watson & William Benton, Red Hat This talk will introduce the workflows and concerns of data scientists and mach...",1280.0,720.0,,/channel/UCvqbFHwN-nwalWPjPUKpvTA,0.029
1103,Competição do Kaggle (Aviito) - Mineração de Dados (UFRJ),1,136 visualizações,Publicado em 9 de jun. de 2018,Ciência e tecnologia,Competição do Kaggle (Aviito) - Mineração de Dados (UFRJ),"Renan Ferreira de Lima













Carregando...
    







        Cancelar inscrição de Renan Ferreira de Lima?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1 











Carregando...
    









Carregando...
    













        Processando...","136 visualizações







5

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/uvKu42SGzAQ/hqdefault.jpg,480.0,360.0,"Vídeo sobre o trabalho de Mineração de Dados, dado pela UFRJ, onde tínhamos que analisar os dados da empresa AViito e gerar a melhor prevenção dos dados.",1280.0,720.0,,/channel/UC4SoHkemjOSJzu7_H0hyf-w,0.071
